model,epoch,acc,auroc,f1,hyperparams
rnn,5,46.3053,0.7941,0.319,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,10,64.7682,0.9112,0.586,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,15,68.6005,0.9343,0.6464,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,20,71.0565,0.9379,0.6729,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,25,70.4637,0.9384,0.6754,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,30,70.0826,0.9337,0.665,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,35,70.5696,0.9339,0.6773,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,40,68.9392,0.9301,0.6594,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,45,70.9718,0.934,0.6775,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,50,70.6966,0.9297,0.675,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fa7ddaf8220>}
rnn,5,48.3591,0.7974,0.3472,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,10,63.6883,0.9077,0.5776,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,15,68.7487,0.9266,0.6484,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,20,68.7910,0.9314,0.6538,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,25,70.3367,0.9324,0.675,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,30,69.5533,0.9227,0.6655,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,35,69.4050,0.9213,0.6635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,40,69.7226,0.9222,0.6649,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,45,69.7015,0.9143,0.6642,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,50,69.1721,0.9172,0.6604,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 6; 'factory': <function build_rnn at 0x7f4d87a54220>}
rnn,5,41.2873,0.7629,0.2579,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,10,57.0400,0.8605,0.4548,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,15,65.3187,0.9079,0.609,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,20,64.0271,0.9159,0.6195,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,25,69.6803,0.928,0.6652,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,30,69.5956,0.9124,0.6483,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,35,69.6379,0.913,0.6661,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,40,69.4050,0.9087,0.6528,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,45,68.9816,0.9059,0.66,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,50,68.5793,0.9073,0.6554,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'gru'; 'num_layers': 10; 'factory': <function build_rnn at 0x7fe103bbbe20>}
rnn,5,31.4207,0.712,0.1649,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,10,58.7339,0.8679,0.4732,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,15,67.1607,0.9172,0.6181,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,20,69.5109,0.9311,0.6515,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,25,69.9344,0.9351,0.6591,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,30,70.1249,0.9371,0.6676,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,35,69.5109,0.9392,0.6612,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,40,70.9083,0.9396,0.6773,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,45,70.3155,0.9354,0.6682,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,50,71.2047,0.94,0.6814,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 1; 'factory': <function build_rnn at 0x7f79ab1abe20>}
rnn,5,34.9989,0.7101,0.2102,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,10,60.5336,0.8814,0.5206,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,15,67.8382,0.927,0.6318,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,20,68.4734,0.9324,0.641,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,25,67.3724,0.925,0.6384,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,30,69.8920,0.9293,0.6659,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,35,68.7910,0.9252,0.658,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,40,69.6591,0.9222,0.6494,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,45,70.0402,0.9224,0.667,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,50,69.9132,0.9251,0.6685,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 3; 'factory': <function build_rnn at 0x7fab92c88180>}
rnn,5,23.0997,0.6468,0.07042,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,10,41.6896,0.7887,0.2609,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,15,58.3951,0.8672,0.4916,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,20,67.0548,0.9178,0.6325,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,25,68.5793,0.923,0.6485,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,30,67.6689,0.9145,0.6463,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,35,68.7698,0.9181,0.6597,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,40,68.7487,0.9207,0.6569,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,45,68.7910,0.9101,0.6573,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,50,67.9653,0.9101,0.6451,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 6; 'factory': <function build_rnn at 0x7fe3cb478220>}
rnn,5,23.2903,0.6403,0.05983,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,10,29.7057,0.7316,0.1217,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,15,45.8395,0.81,0.2452,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,20,57.6752,0.8574,0.4629,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,25,63.7095,0.8936,0.5728,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,30,64.9375,0.8988,0.6071,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,35,66.1867,0.8991,0.6113,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,40,67.3724,0.8963,0.6257,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,45,65.9750,0.8877,0.6169,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
rnn,50,67.8594,0.9016,0.6353,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'rnn_type': 'lstm'; 'num_layers': 10; 'factory': <function build_rnn at 0x7f3f8fc74220>}
cnn,5,19.6485,0.5274,0.05477,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fb9055da160>}
cnn,10,21.0883,0.5557,0.06394,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fb9055da160>}
